IPN,MPN,Manufacturer,Value,Description,Symbol,Datasheet,Mouser-PN,DigiKey-PN
CBL-0000-0092,15120-0092,Molex,,FFC / FPC Jumper Cables 0.50mm Ptch Jumper Opp Side Contacts (Type D) 254mm Lngth  (Au) Plating 8 Ckts,KiPLM_Symbols:Flat_Flex_Cable,https://www.molex.com/en-us/products/part-detail/151200092?display=pdf,538-15120-0092,
